BUILDING IRN,BUILDING NAME,DISTRICT IRN,DISTRICT NAME,ADDRESS,CITY,STATE,ZIP CODE,PHONE,PRINCIPAL,COUNTY,GRADE SPAN,INDICATORS MET GRADE,PERFORMANCE INDEX SCORE GRADE,4-YEAR GRADUATION RATE GRADE,5-YEAR GRADUATION RATE GRADE,OVERALL VALUE-ADDED GRADE,GIFTED VALUE-ADDED GRADE,LOWEST 20% VALUE-ADDED GRADE,SWD VALUE-ADDED GRADE,AMO GRADE,K-3 LITERACY IMPROVEMENT GRADE,ACHIEVEMENT COMPONENT GRADE,GRADUATION COMPONENT GRADE,PROGRESS COMPONENT GRADE,GAP CLOSING COMPONENT GRADE,K-3 LITERACY COMPONENT GRADE,PREPARED FOR SUCCESS GRADE
011262,Fairview PreK-6 School,043844,Dayton City,2314 Elsmere Ave,Dayton,OH,45406-5729,(937) 542-4590,Monica L. Utley,Montgomery,"P,K-8",F,F,NR,NR,F,NR,F,C,F,D,F,NR,D,F,D,NR
011288,Fairview High School,046714,Central Local,6289 Us Highway 127,Sherwood,OH,43556-9735,(419) 658-2378,David R. Mounts,Defiance,9-12,D,C,A,A,A,B,NR,B,D,NR,C,A,A,D,NR,C
011291,Village Preparatory School,043786,Cleveland Municipal,1417 E 36th St,Cleveland,OH,44114-4116,(216) 456-2070,Randall A. Yates,Cuyahoga,K-4,F,D,NR,NR,C,NR,C,NR,D,C,D,NR,C,D,C,NR
011304,Fairview High School,043976,Fairview Park City,4507 W 213 Street,Fairview Park,OH,44126-2105,(440) 356-3500,Christopher J. Vicha,Cuyahoga,9-12,F,D,A,B,F,C,B,F,F,NR,D,B,D,F,NR,C
011312,Fairwood Alternative Elementary School,043802,Columbus City,726 Fairwood Ave,Columbus,OH,43205-3011,(614) 365-6111,Dewayne L. Davis,Franklin,"K-6,P",F,F,NR,NR,D,NR,C,C,F,D,F,NR,C,F,D,NR
011319,Eliza Northrop Elementary,044388,Medina City SD,950 East Reagan Parkway,Medina,OH,44256,(330) 636-4600,Kimberly K. Hallock,Medina,"K-5,P",F,C,NR,NR,F,F,C,C,B,C,C,NR,D,B,C,NR
011321,Ralph E. Waite Elementary,044388,Medina City SD,4765 Cobblestone Park Drive,Medina,OH,44256,(330) 636-4500,Cynthia A. Grice,Medina,K-5,C,B,NR,NR,F,F,C,NR,A,C,B,NR,D,A,C,NR
011346,Fallen Timbers Middle School,048207,Anthony Wayne Local,6119 Finzel Rd,Whitehouse,OH,43571-9589,(419) 877-0601,Gary W. Gardner,Lucas,5-6,C,B,NR,NR,A,A,B,A,C,NR,B,NR,A,C,NR,NR
011368,Sycamore Creek Elementary School,046896,Pickerington Local,500 Sycamore Creek St,Pickerington,OH,43147-7851,,Nikki J. Arnold,Fairfield,K-4,B,B,NR,NR,C,C,F,C,A,C,B,NR,C,A,C,NR
011369,Toll Gate Middle School,046896,Pickerington Local,12089 Tollgate Rd,Pickerington,OH,43147-7863,,Kara M. Jackson,Fairfield,5-6,B,B,NR,NR,A,A,A,A,C,NR,B,NR,A,C,NR,NR
011370,Toll Gate Elementary,046896,Pickerington Local,12183 Tollgate Rd,Pickerington,OH,43147-7863,,Kristi L. Motsch,Fairfield,K-4,B,B,NR,NR,A,B,C,A,B,C,B,NR,B,B,C,NR
011381,Greater Summit County Early Learning Center,012931,Office of School Sponsorship,1651 Massillon Rd,Akron,OH,44312-4221,(234) 718-2626,Teresa M. Graves,Summit,K-4,A,B,NR,NR,C,NR,NR,NR,A,NR,A,NR,C,A,NR,NR
011390,Bella Academy of Excellence,011390,Bella Academy of Excellence,19114 Bella Dr,Cleveland,OH,44119-3007,(216) 481-1500,Arun Dutt,Cuyahoga,K-6,F,D,NR,NR,A,NR,C,C,F,C,D,NR,B,F,C,NR
011395,Valley View Intermediate School,048744,Valley View Local,64 Comstock St,Germantown,OH,45327-1004,(937) 855-4203,William J. Lauson,Montgomery,"P,4-6",F,C,NR,NR,A,A,A,A,C,NR,C,NR,A,C,NR,NR
011429,Fassett Junior High School,044602,Oregon City,3025 Starr Ave,Oregon,OH,43616-2254,(419) 693-0455,Paul M. Gibbs,Lucas,7-8,F,C,NR,NR,A,F,A,C,F,NR,D,NR,B,F,NR,NR
011430,Defiance Elementary School,043869,Defiance City,400 Carter Rd,Defiance,OH,43512-8970,(419) 785-2260,Deanne S. Held,Defiance,K-5,F,C,NR,NR,F,NR,F,D,F,D,D,NR,D,F,D,NR
011439,Renaissance Academy,011439,Renaissance Academy,1555 Elaine Rd,Columbus,OH,43227-2347,(614) 866-7277,Sharice L. Martin,Franklin,K-12,F,F,NR,NR,C,NR,B,NR,F,F,F,NR,B,F,F,NR
011452,Fayetteville-Perry Elementary School,046045,Fayetteville-Perry Local,601 S Apple St,Fayetteville,OH,45118-8462,(513) 875-2083,Gregory A. Barlow,Brown,"K-5,P",F,C,NR,NR,F,NR,C,F,B,F,C,NR,D,B,F,NR
011460,Fayetteville-Perry High School,046045,Fayetteville-Perry Local,501 S Apple St,Fayetteville,OH,45118-8461,(513) 875-3520,David V. Tatman,Brown,9-12,F,D,A,B,F,NR,C,F,F,NR,D,A,D,F,NR,D
011462,South Central Junior High School,047738,South Central Local,3291 Greenwich Angling Rd,Greenwich,OH,44837-9443,(419) 752-9061,Dennis C. Blanchard,Huron,6-8,F,C,NR,NR,C,NR,D,D,C,NR,D,NR,C,C,NR,NR
011463,Teays Valley West Middle School,049098,Teays Valley Local,200 Grove Run Road,Commercial,OH,43116,(740) 983-5000,Michael K. Kauffeld,Pickaway,6-8,D,B,NR,NR,A,A,C,A,C,NR,C,NR,B,C,NR,NR
011468,Columbus Bilingual Academy-North,011468,Columbus Bilingual Academy-North,2100 Morse Rd,Columbus,OH,43229-3051,(614) 525-0309,,Franklin,K-8,F,D,NR,NR,C,NR,C,NR,D,D,D,NR,C,D,D,NR
011478,Federal Hocking High School,045914,Federal Hocking Local,8461 State Route 144,Stewart,OH,45778-9501,(740) 662-6691,George H. Wood,Athens,9-12,F,D,B,B,D,D,C,D,F,NR,D,B,C,F,NR,F
011482,Fairwood Elementary School,044107,Hamilton City,281 Fair Avenue,Hamilton,OH,45011,(513) 868-5610,Sybilla P. Patton-Radel,Butler,"K-6,P",F,D,NR,NR,F,NR,F,C,F,B,D,NR,D,F,B,NR
011483,Linden Elementary School,044107,Hamilton City,801 Hoadley Ave,Hamilton,OH,45015-2113,(513) 868-5630,Katherine M. Huber,Butler,K-6,F,D,NR,NR,C,B,C,F,F,C,D,NR,C,F,C,NR
011484,Ridgeway Elementary School,044107,Hamilton City,267 Wasserman Rd,Hamilton,OH,45013-4155,(513) 868-5640,Katherine A. Wagonfield,Butler,"K-6,P",F,C,NR,NR,F,C,D,F,D,C,D,NR,D,D,C,NR
011485,Bridgeport Elementary School,044107,Hamilton City,2171 Bridgeport Drive,Hamilton,OH,45013,(513) 868-5580,Victoria B. Kowalk,Butler,"K-6,P",F,D,NR,NR,F,C,F,F,F,B,D,NR,D,F,B,NR
011493,Rayen Early College,045161,Youngstown City,731 S Hazelwood Ave,Youngstown,OH,44509-2233,(330) 744-7602,DEBORAH DIFRANCESCO,Mahoning,4-8,F,D,NR,NR,F,NR,F,NR,F,NR,D,NR,F,F,NR,NR
011494,Felicity-Franklin Local Elementary School,046334,Felicity-Franklin Local,PO Box 619,Felicity,OH,45120-0619,(513) 362-5421,Jennifer L. Keller,Clermont,"H,P,K,1-4",D,A,NR,NR,A,B,NR,A,A,B,B,NR,A,A,B,NR
011497,Whitaker,047332,Finneytown Local,7400 Winton Rd,Cincinnati,OH,45224-1333,(513) 728-3737,Ljuana A. Booker,Hamilton,2-5,F,C,NR,NR,C,C,B,C,F,NR,D,NR,B,F,NR,NR
011502,Felicity-Franklin Local High School,046334,Felicity-Franklin Local,PO Box 619,Felicity,OH,45120-0619,(513) 362-5330,Robert T. Walker,Clermont,9-12,F,D,C,C,F,D,C,D,F,NR,D,C,D,F,NR,D
011506,Dayton Regional STEM School,011506,Dayton Regional STEM School,1724 Woodman Dr,Kettering,OH,45420-3662,(937) 256-3777,Andrew E. Sears,Montgomery,6-12,C,B,A,B,A,F,NR,C,B,NR,B,A,B,B,NR,B
011511,Lakeland Academy Community School,123257,North Central Ohio ESC,101 E Main St,Freeport,OH,43973-9355,(740) 658-1042,,Harrison,K-12,F,F,NR,NR,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR
011518,Superior Intermediate School,043513,Ashtabula Area City,2308 Wade Ave,Ashtabula,OH,44004-9435,(440) 992-1270,Cristine M. Rutz,Ashtabula,4-6,F,D,NR,NR,A,B,A,B,F,NR,D,NR,A,F,NR,NR
011528,Jacob Coy Middle School,047241,Beavercreek City,1786 Dayton Xenia Rd,Xenia,OH,45385-7119,(937) 429-7577,Shaun B. Kelly,Greene,6-8,C,B,NR,NR,A,A,A,A,C,NR,C,NR,A,C,NR,NR
011532,"National Inventors Hall of Fame School, Center for STEM",043489,Akron City,199 S Broadway St,Akron,OH,44308-1738,(330) 761-3195,Amanda M. Morgan,Summit,5-8,F,C,NR,NR,D,B,F,F,F,NR,D,NR,D,F,NR,NR
011533,Horizon Science Academy Lorain,011533,Horizon Science Academy Lorain,760 Tower Blvd,Lorain,OH,44052-5223,(440) 282-4277,Muhammed F. Sumer,Lorain,K-12,F,D,NR,NR,C,NR,D,D,F,B,D,NR,C,F,B,NR
011534,Horizon Science Academy Dayton High School,011534,Horizon Science Academy Dayton High School,250 Shoup Mill Rd,Dayton,OH,45415-3517,(937) 281-1480,Hakan Bagcioglu,Montgomery,K-12,F,F,F,F,D,NR,C,D,F,NR,F,F,C,F,NR,F
011536,Fernway Elementary School,044750,Shaker Heights City,17420 Fernway Rd,Shaker Heights,OH,44120-3312,(216) 295-4040,Christopher C. Hayward,Cuyahoga,K-4,F,B,NR,NR,D,C,C,C,F,B,C,NR,C,F,B,NR
011544,Riley Elementary School,043992,Fostoria City,1324 Walnut St,Fostoria,OH,44830-1970,(419) 436-4145,Kelli D. Bauman,Seneca,1-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
011551,Field High School,049197,Field Local,2900 State Route 43,Mogadore,OH,44260-9715,(330) 673-9591,Michael D. Harris,Portage,9-12,F,D,B,B,F,F,D,F,F,NR,D,B,D,F,NR,D
011569,Field Middle School,049197,Field Local,1379 Saxe Rd,Mogadore,OH,44260-9788,(330) 673-4176,Susan E. Blake,Portage,6-8,F,C,NR,NR,A,C,B,C,F,NR,C,NR,B,F,NR,NR
011579,Cherry Hill Primary,045013,Washington Court House City,720 W Oakland Ave,Washington,OH,43160-1060,(740) 335-3370,Craig D. Maddux,Fayette,K-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
011580,Belle Aire Intermediate,045013,Washington Court House City,1120 High St,Washington,OH,43160-2465,(740) 335-1810,Jeffrey C. Conroy,Fayette,3-5,F,D,NR,NR,A,C,B,C,F,C,D,NR,B,F,C,NR
011593,Hubbard Mastery School,043802,Columbus City,104 W Hubbard Ave,Columbus,OH,43215-6415,(614) 365-5564,Susan M. McGeean,Franklin,"K-6,P",F,D,NR,NR,C,D,C,C,F,C,F,NR,C,F,C,NR
011601,Struthers Middle School,044859,Struthers City,800 5th St,Struthers,OH,44471-1666,(330) 755-1064,Peter J. Pirone,Mahoning,5-8,F,C,NR,NR,A,C,C,C,F,NR,D,NR,B,F,NR,NR
011609,Hughes STEM High School,043752,Cincinnati City,2515 Clifton Ave,Cincinnati,OH,45219-1003,(513) 363-7400,Kathy D. Wright,Hamilton,7-12,F,F,D,D,F,NR,F,F,F,NR,F,D,F,F,NR,F
011619,Highland Elementary School,044107,Hamilton City,1125 Main St,Hamilton,OH,45013-1636,(513) 868-5620,JEFFREY T. Smallwood,Butler,K-6,F,C,NR,NR,F,F,F,C,F,C,D,NR,D,F,C,NR
011627,Findlay High School,043984,Findlay City,1200 Broad Ave,Findlay,OH,45840-2653,(419) 425-8302,,Hancock,9-12,F,C,B,A,B,A,F,F,F,NR,D,A,B,F,NR,C
011635,Findley Community Learning Center,043489,Akron City,65 W Tallmadge Ave,Akron,OH,44310-2945,(330) 761-7909,Sherry L. Bennington,Summit,K-5,F,F,NR,NR,B,NR,B,C,F,D,F,NR,B,F,D,NR
011643,Finland Elementary School,044800,South-Western City,1835 Finland Ave,Columbus,OH,43223-3719,(614) 801-8125,Sean T. Flynn,Franklin,K-4,F,D,NR,NR,B,C,C,D,F,C,D,NR,B,F,C,NR
011668,Finneytown Secondary Campus,047332,Finneytown Local,8916 Fontainebleau Ter,Cincinnati,OH,45231-4806,(513) 931-0712,Jennifer L. Dinan,Hamilton,6-12,F,D,B,C,F,F,F,F,F,NR,D,C,F,F,NR,D
011676,Firelands Elementary School,048157,Firelands Local,10779 Vermilion Rd,Oberlin,OH,44074-9628,(440) 965-5381,Sun Y. Choe,Lorain,K-5,F,C,NR,NR,A,C,C,B,C,B,C,NR,B,C,B,NR
011684,Firelands High School,048157,Firelands Local,10643 Vermilion Rd,Oberlin,OH,44074-9628,(440) 965-4255,Robert E. Maver,Lorain,9-12,F,C,A,A,A,A,B,C,B,NR,D,A,B,B,NR,D
011692,Firestone High School,043489,Akron City,470 Castle Blvd,Akron,OH,44313-6432,(330) 873-3315,larry W. Johnson,Summit,9-12,F,D,A,A,C,A,D,F,D,NR,D,A,C,D,NR,D
011700,Firestone Park Elementary School,043489,Akron City,1479 Girard St,Akron,OH,44301-2163,(330) 773-1308,Sharon D. Hill-Jones,Summit,K-5,F,D,NR,NR,F,NR,F,F,F,D,D,NR,F,F,D,NR
011707,Evolve Academy,044388,Medina City SD,222 S Broadway St,Medina,OH,44256-3691,(330) 636-4213,John J. Leatherman,Medina,1-12,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
011708,South Gallia Middle School,065680,Gallia County Local,55 Rebel Dr,Crown City,OH,45623-8000,(740) 256-1054,Bray M. Shamblin,Gallia,6-8,F,D,NR,NR,F,NR,F,F,F,NR,D,NR,F,F,NR,NR
011710,Olmsted Falls Early Childhood Center,046573,Olmsted Falls City,7105 Fitch Rd,Olmsted,OH,44138-1203,(440) 427-6360,,Cuyahoga,"K,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
011732,Bucyrus Elementary School,043687,Bucyrus City,245 Woodlawn Ave,Bucyrus,OH,44820-2460,(419) 562-3224,Timothy D. Souder,Crawford,"K-5,P",F,D,NR,NR,A,C,A,A,F,C,D,NR,B,F,C,NR
011734,Rittman Middle School,045591,Rittman Exempted Village,50 Saurer St,Rittman,OH,44270-1280,(330) 927-7100,Nicholas J. Evans,Wayne,6-8,F,C,NR,NR,A,D,C,D,F,NR,D,NR,B,F,NR,NR
011748,Wapakoneta Elementary,044982,Wapakoneta City,900 N Blackhoof St,Wapakoneta,OH,45895-1247,(419) 739-5000,Mark D. Selvaggio,Auglaize,"K-4,P",F,B,NR,NR,A,C,C,C,F,D,C,NR,B,F,D,NR
011749,Wapakoneta Jr. High,044982,Wapakoneta City,1 Redskin Trl,Wapakoneta,OH,45895-9375,(419) 739-5200,Scott J. Minnig,Auglaize,8,F,C,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
011767,Fishcreek Elementary School,044834,Stow-Munroe Falls City School District,5080 Fishcreek Rd,Stow,OH,44224-1934,(330) 689-5460,Joanne M. Brookover,Summit,K-4,F,C,NR,NR,D,D,C,C,A,C,C,NR,C,A,C,NR
011768,Buckeye Central Middle School,046508,Buckeye Central Local,938 S Kibler St,New Washington,OH,44854-9521,(419) 492-1035,Deborah K. Daniel,Crawford,5-8,F,C,NR,NR,A,A,A,A,D,NR,C,NR,A,D,NR,NR
011783,Olmsted Falls Intermediate Building,046573,Olmsted Falls City,27043 Bagley Rd,Olmsted Falls,OH,44138-1103,(440) 427-6500,Donald Svec,Cuyahoga,4-5,B,B,NR,NR,A,B,D,D,B,NR,B,NR,B,B,NR,NR
011791,Fitch High School,048298,Austintown Local Schools,4560 Falcon Dr,Youngstown,OH,44515-3701,(330) 797-3900,Christopher M. Berni,Mahoning,9-12,F,D,B,B,A,C,B,D,C,NR,D,B,B,C,NR,D
011817,Fairborn Primary School,043968,Fairborn City,4 W Dayton Yellow Springs Rd,Fairborn,OH,45324-3435,(937) 878-8668,Susan E. Riegle,Greene,"K-3,P",F,C,NR,NR,NR,NR,NR,NR,F,C,D,NR,NR,F,C,NR
011868,North College Hill Middle School,044511,North College Hill City,1624 W Galbraith Rd,Cincinnati,OH,45239-4810,(513) 728-4785,Michelle L. Garton,Hamilton,5-8,F,F,NR,NR,F,NR,F,D,F,NR,F,NR,D,F,NR,NR
011884,Reading Community Middle School,044693,Reading Community City,230 Halker Ave,Reading,OH,45215-3345,(513) 842-5151,Ian D. Frank,Hamilton,6-8,F,D,NR,NR,B,B,C,D,F,NR,D,NR,B,F,NR,NR
011908,Middleburg Heights Junior High,043612,Berea City,7000 Paula Dr,Middleburg Heights,OH,44130-3561,(216) 767-8400,Paul M. Kish,Cuyahoga,7-9,F,D,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
011916,Riverdale Elementary School,047514,Riverdale Local,20613 State Route 37,Mt Blanchard,OH,45867-9783,(419) 694-2211,JULIE A. GREER,Hancock,K-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,A,NR,NR,NR,NR,A,NR
011923,Northeast Ohio College Preparatory School,043786,Cleveland Municipal,2280 Professor Ave,Cleveland,OH,44113-4467,(216) 965-0580,Jennifer Z. Sullivan,Cuyahoga,K-12,F,D,D,F,F,NR,F,D,F,D,F,D,D,F,D,F
011924,Forest Elementary School,044925,Troy City,413 E Canal St,Troy,OH,45373-3616,(937) 332-6747,Paul A. Hohlbein,Miami,K-5,F,B,NR,NR,C,D,C,A,F,C,C,NR,B,F,C,NR
011932,Forest Hill Community Learning Center,043489,Akron City,850 Damon St,Akron,OH,44310-3425,(330) 761-1645,Gregory D. Blondheim,Summit,K-5,F,D,NR,NR,D,NR,C,D,F,D,D,NR,C,F,D,NR
011943,South Bloomfield Elementary,049098,Teays Valley Local,194 Dowler Dr,South,OH,43103-9239,(740) 983-5007,Bruce A. Bryant,Pickaway,"K-5,P",C,B,NR,NR,A,B,A,A,A,C,B,NR,A,A,C,NR
011947,Imagine Akron Academy,012931,Office of School Sponsorship,2405 Romig Rd,Akron,OH,44320-4000,(330) 379-1034,Audrea M. Pettaway,Summit,K-6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
011957,Forest Park Elementary School,043802,Columbus City,5535 Sandalwood Blvd,Columbus,OH,43229-4476,(614) 365-5337,Rhonna R. McKibbin,Franklin,K-5,F,D,NR,NR,F,NR,F,C,F,C,F,NR,D,F,C,NR
011967,The Richland School of Academic Arts,123257,North Central Ohio ESC,1456 Park Ave W,Ontario,OH,44906-2700,(419) 522-7273,,Richland,K-8,F,C,NR,NR,C,NR,NR,NR,F,F,D,NR,C,F,F,NR
011972,Graham Expeditionary Middle School,011972,Graham Expeditionary Middle School,3950 Indianola Ave,Columbus,OH,43214-3167,(614) 253-4000,Gregory C. Brown,Franklin,K-8,F,D,NR,NR,A,NR,B,C,F,NR,D,NR,B,F,NR,NR
011973,Winton Woods Intermediate School,044081,Winton Woods City,825 Waycross Rd,Cincinnati,OH,45240-3129,(513) 619-2450,JEREMY M. DAY,Hamilton,5-6,F,D,NR,NR,D,B,D,C,F,NR,D,NR,C,F,NR,NR
011976,Horizon Science Academy Dayton Downtown,011976,Horizon Science Academy Dayton Downtown,121 S Monmouth St,Dayton,OH,45403-2127,(937) 281-1980,Mustafa Ada,Montgomery,K-12,F,D,NR,NR,B,NR,C,NR,F,C,F,NR,B,F,C,NR
011986,Horizon Science Academy Youngstown,011986,Horizon Science Academy Youngstown,3403 Southern Blvd,Youngstown,OH,44507-2044,(330) 782-3003,Ferhat Kapki,Mahoning,K-12,F,F,NR,NR,F,NR,F,D,F,D,F,NR,D,F,D,NR
011993,Jane Chance Elementary,044396,Miamisburg City,10661 Wood Rd,Miamisburg,OH,45342-4844,(937) 384-0510,Dale D. Geyer,Montgomery,K-5,D,B,NR,NR,A,B,A,A,C,C,C,NR,A,C,C,NR
011994,Wynford Junior High,046524,Wynford Local,3288 Holmes Center Rd,Bucyrus,OH,44820-9463,(419) 562-7828,Chris W. Solis,Crawford,7-8,F,C,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
011995,Columbus North International School (7-12),043802,Columbus City,100 E Arcadia Ave,Columbus,OH,43202-2641,(614) 365-4054,Kenton E. Lee,Franklin,7-12,F,F,D,C,A,C,A,D,F,NR,F,C,B,F,NR,F
011996,Columbus City Preparatory School for Girls,043802,Columbus City,1390 Bryden Rd,Columbus,OH,43205-2001,(614) 365-6113,Stephanie L. Patton,Franklin,6-8,F,D,NR,NR,A,D,A,C,F,NR,D,NR,B,F,NR,NR
011997,Columbus City Preparatory School for Boys,043802,Columbus City,3450 Medway Ave,Columbus,OH,43213-1631,(614) 365-6166,Kyle G. Gibson,Franklin,6-8,F,F,NR,NR,F,NR,F,B,F,NR,F,NR,D,F,NR,NR
012009,Zenith Academy East,012009,Zenith Academy East,2261 S Hamilton Rd,Columbus,OH,43232-4301,(614) 577-0997,Tia L. Lamar,Franklin,K-9,F,D,NR,NR,F,NR,D,NR,F,F,F,NR,D,F,F,NR
012010,Cleveland College Preparatory School,043786,Cleveland Municipal,4906 Fleet Ave,Cleveland,OH,44105-3328,(216) 341-1347,Phillip A. Penn,Cuyahoga,K-8,F,D,NR,NR,F,NR,C,NR,F,D,F,NR,D,F,D,NR
012011,Columbus Performance Academy,012011,Columbus Performance Academy,2 Easton Oval Ste 525,Columbus,OH,43219-7008,(614) 318-0720,,Franklin,K-8,F,D,NR,NR,B,NR,C,F,F,D,D,NR,B,F,D,NR
012015,Geneva Platt R. Spencer Elementary School,044057,Geneva Area City,755 Austin Rd,Geneva,OH,44041,(440) 466-4831,Michael R. Penzenik,Ashtabula,K-5,F,C,NR,NR,B,NR,B,C,F,B,D,NR,B,F,B,NR
012025,Constellation Schools: Stockyard Community Middle,012025,Constellation Schools: Stockyard Community Middle,5730 Broadview Rd,Parma,OH,44134-1602,(216) 961-5052,Amber J. Steele,Cuyahoga,K-12,F,D,NR,NR,A,NR,C,C,F,NR,F,NR,B,F,NR,NR
012026,Constellation Schools: Collinwood Village Academy,012026,Constellation Schools: Collinwood Village Academy,5730 Broadview Rd,Parma,OH,44134-1602,(216) 451-4022,Bethany A. Scott,Cuyahoga,K-12,F,D,NR,NR,F,NR,C,NR,F,D,D,NR,D,F,D,NR
012029,Citizens Leadership Academy,043786,Cleveland Municipal,9711 Lamont Ave,Cleveland,OH,44106-4124,(216) 229-8185,Sydney S. Gruhin,Cuyahoga,6-8,F,D,NR,NR,A,NR,A,A,F,NR,D,NR,A,F,NR,NR
012030,Near West Intergenerational School,043786,Cleveland Municipal,3805 Terrett Ave,Cleveland,OH,44113-2847,(216) 961-4308,Molly R. Toussant,Cuyahoga,K-8,F,C,NR,NR,C,NR,NR,NR,F,D,D,NR,C,F,D,NR
012031,Entrepreneurship Preparatory School - Woodland Hills Campus,043786,Cleveland Municipal,9201 Crane Ave,Cleveland,OH,44105-1627,(216) 298-1164,,Cuyahoga,5-8,F,D,NR,NR,A,NR,A,B,F,NR,F,NR,A,F,NR,NR
012033,Foxfire Intermediate School,048850,Maysville Local,2805 Pinkerton Ln,Zanesville,OH,43701-8593,(740) 453-4509,Amanda K. Matthews,Muskingum,K-8,D,B,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,NR
012039,Fostoria Junior/Senior High School,043992,Fostoria City,1001 Park Ave,Fostoria,OH,44830-1455,(419) 436-4110,Drew M. Bauman,Wood,7-12,F,D,C,D,F,F,C,C,F,NR,F,D,D,F,NR,D
012045,Patriot Preparatory Academy,012045,Patriot Preparatory Academy,4938 Beatrice Dr,Columbus,OH,43227-2113,(614) 864-5332,,Franklin,K-12,F,D,C,A,F,NR,D,D,F,A,D,B,D,F,A,F
012054,North Central Academy,123257,North Central Ohio ESC,928 W Market St Ste B,Tiffin,OH,44883-2529,(419) 448-5786,,Seneca,6-12,F,F,F,F,C,NR,C,NR,F,NR,F,F,C,F,NR,F
012060,Akros Middle School,012060,Akros Middle School,265 Park St,Akron,OH,44304-1305,(330) 374-6704,,Summit,6-8,F,F,NR,NR,F,NR,F,F,F,NR,F,NR,F,F,NR,NR
012078,Quest Community School,012931,Office of School Sponsorship,12000 Snow Rd Ste 4,Parma,OH,44130-9313,(216) 220-4412,Katherine M. Gulliford,Cuyahoga,9-12,F,NR,F,F,NR,NR,NR,NR,F,NR,F,F,NR,F,NR,F
012094,Reynoldsburg High School eSTEM,047001,Reynoldsburg City,8579 Summit Rd,Reynoldsburg,OH,43068-1411,(614) 501-4000,Scott A. Bennett,Licking,9-12,F,C,A,A,A,A,A,D,D,NR,D,A,B,D,NR,C
012096,Adena Elementary School,049494,Adena Local,3367 County Road 550,Frankfort,OH,45628-9503,(740) 998-5293,Lee M. Snyder,Ross,K-4,F,C,NR,NR,A,NR,D,C,D,D,C,NR,B,D,D,NR
012103,General Rosecrans Elementary,046748,Big Walnut Local,301 S. Miller Drive,Sunbury,OH,43074,(740) 965-8900,Megan R. Forman,Delaware,K-4,F,B,NR,NR,F,D,C,C,A,B,C,NR,D,A,B,NR
012105,Southside Academy,012105,Southside Academy,1400 Oak Hill Ave,Youngstown,OH,44507-1018,(330) 774-5562,Stephanie A. Groscost,Mahoning,K-12,F,F,NR,NR,A,NR,A,A,F,D,F,NR,A,F,D,NR
012112,River's Edge Montessori PreK-6 School,043844,Dayton City,108 Linwood St,Dayton,OH,45405-4912,(937) 542-4640,Lisa J. Keane,Montgomery,K-6,F,D,NR,NR,A,NR,A,B,F,C,F,NR,A,F,C,NR
012120,Franklin Elementary School,043885,Delphos City,310 E 4th St,Delphos,OH,45833-1593,(419) 692-8766,Robert J. Hohlbein,Allen,K-5,B,B,NR,NR,A,C,C,A,A,C,B,NR,B,A,C,NR
012195,Franklin Monroe Elementary School,046649,Franklin Monroe Local,PO Box 78,Pitsburg,OH,45358-0038,(937) 947-1206,Eric R. Hughes,Darke,K-6,B,B,NR,NR,A,C,NR,NR,B,NR,B,NR,B,B,NR,NR
012229,Ben Franklin Elementary School,044453,Newark City,533 Beacon Rd,Newark,OH,43055-5295,(740) 670-7340,Dena M. Cable-Miller,Licking,K-5,F,D,NR,NR,C,NR,C,F,F,B,D,NR,C,F,B,NR
012245,Franklin Elementary School,044354,Massillon City,1237 16th St SE,Massillon,OH,44646-8307,(330) 830-3907,Michael Medure,Stark,"K-3,P",F,D,NR,NR,NR,NR,NR,NR,F,C,D,NR,NR,F,C,NR
012286,Franklin Elementary School,044974,Wadsworth City,200 Takacs Dr,Wadsworth,OH,44281-1394,(330) 335-1470,Roger L. Havens,Medina,K-4,D,B,NR,NR,A,A,NR,NR,A,C,B,NR,A,A,C,NR
012294,Franklin Twp Elementary School,050591,Triway Local,2060 E Moreland Rd,Wooster,OH,44691-8304,(330) 264-2378,Claudia R. Stupi,Wayne,K-6,A,B,NR,NR,B,C,NR,NR,B,NR,B,NR,B,B,NR,NR
012310,Franklin High School,044008,Franklin City,750 E 4th St,Franklin,OH,45005-2308,(937) 743-8610,James A. McFarland,Warren,9-12,F,D,A,A,A,A,B,D,F,NR,D,A,B,F,NR,D
012328,Franklin Heights High School,044800,South-Western City,1001 Demorest Rd,Columbus,OH,43204-1043,(614) 801-3200,Timothy J. Donahue,Franklin,9-12,F,D,C,C,F,NR,F,F,F,NR,F,C,F,F,NR,F
